2018-03-30T01:08:26+07:00 ERR (3): error-router-no-match	54.36.148.220	Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)		GET	http://lifedeco.vn/category/nha-pho-biet-thu/
2018-03-30T01:22:52+07:00 ERR (3): error-router-no-match	66.249.71.128	Googlebot-Image/1.0		GET	http://lifedeco.vn/wp-content/uploads/2017/06/biet-thu-dep-11.png
2018-03-30T01:58:47+07:00 ERR (3): error-router-no-match	54.36.148.185	Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)		GET	http://lifedeco.vn/Tin-tuc/Kien-truc-giai-tri-32.html
2018-03-30T02:02:45+07:00 ERR (3): error-router-no-match	54.36.148.80	Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)		GET	http://lifedeco.vn/Thiet-ke-va-thi-cong-showroom-ao-cuoi-vi-56-30-1.html
2018-03-30T02:07:29+07:00 ERR (3): error-router-no-match	5.188.203.40	NYU Internet Census (https://scan.lol; research@scan.lol)		POST	http://lifedeco.vn/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php
2018-03-30T02:28:57+07:00 ERR (3): error-router-no-match	54.36.148.152	Mozilla/5.0 (compatible; AhrefsBot/5.2; +http://ahrefs.com/robot/)		GET	http://lifedeco.vn/tag/nha-4-tang/
2018-03-30T03:05:29+07:00 ERR (3): error-router-no-match	66.249.82.193	Mozilla/5.0 (Linux; Android 6.0.1; STV100-1 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36	http://lifedeco.vn/	GET	http://lifedeco.vn/css/font-style-2.css
2018-03-30T03:07:03+07:00 ERR (3): error-router-no-match	66.249.82.223	Mozilla/5.0 (Linux; Android 6.0.1; STV100-1 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36	http://lifedeco.vn/thiet-ke-thi-cong-pca-4	GET	http://lifedeco.vn/css/font-style-2.css
2018-03-30T03:07:04+07:00 ERR (3): error-router-no-match	66.249.82.195	Mozilla/5.0 (Linux; Android 6.0.1; STV100-1 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36	http://lifedeco.vn/thiet-ke-thi-cong-pca-4	GET	http://lifedeco.vn/pictures/websites/
2018-03-30T03:07:22+07:00 ERR (3): error-router-no-match	66.249.82.193	Mozilla/5.0 (Linux; Android 6.0.1; STV100-1 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36	http://lifedeco.vn/can-ho-q-5-pd-20	GET	http://lifedeco.vn/css/font-style-2.css
2018-03-30T03:11:42+07:00 ERR (3): error-router-no-match	66.249.82.223	Mozilla/5.0 (Linux; Android 6.0.1; STV100-1 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36	http://lifedeco.vn/thiet-ke-thi-cong-pca-4	GET	http://lifedeco.vn/css/font-style-2.css
2018-03-30T03:12:03+07:00 ERR (3): error-router-no-match	66.249.82.193	Mozilla/5.0 (Linux; Android 6.0.1; STV100-1 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36	http://lifedeco.vn/chung-cu-quan-7-pd-19	GET	http://lifedeco.vn/css/font-style-2.css
2018-03-30T03:13:04+07:00 ERR (3): error-router-no-match	66.249.82.195	Mozilla/5.0 (Linux; Android 6.0.1; STV100-1 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36	http://lifedeco.vn/	GET	http://lifedeco.vn/css/font-style-2.css
2018-03-30T03:13:18+07:00 ERR (3): error-router-no-match	66.249.82.193	Mozilla/5.0 (Linux; Android 6.0.1; STV100-1 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36	http://lifedeco.vn/chung-cu-quan-7-pd-19	GET	http://lifedeco.vn/css/font-style-2.css
2018-03-30T03:13:42+07:00 ERR (3): error-router-no-match	66.249.82.193	Mozilla/5.0 (Linux; Android 6.0.1; STV100-1 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36	http://lifedeco.vn/can-ho-q-5-pd-20	GET	http://lifedeco.vn/css/font-style-2.css
2018-03-30T03:13:55+07:00 ERR (3): error-router-no-match	66.249.82.223	Mozilla/5.0 (Linux; Android 6.0.1; STV100-1 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36	http://lifedeco.vn/chung-cu-quan-7-pd-19	GET	http://lifedeco.vn/css/font-style-2.css
2018-03-30T03:14:33+07:00 ERR (3): error-router-no-match	66.249.82.223	Mozilla/5.0 (Linux; Android 6.0.1; STV100-1 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36	http://lifedeco.vn/man-nhan-voi-nhung-ban-bep-co-thiet-ke-cuc-doc-n-13	GET	http://lifedeco.vn/css/font-style-2.css
2018-03-30T03:53:03+07:00 ERR (3): error-router-no-match	54.175.253.239	MauiBot (crawler.feedback+wc@gmail.com)		GET	http://lifedeco.vn/robots.txt
2018-03-30T03:55:08+07:00 ERR (3): error-router-no-match	54.175.253.239	MauiBot (crawler.feedback+wc@gmail.com)		GET	http://lifedeco.vn/Dich-Vu.html
2018-03-30T04:24:56+07:00 ERR (3): error-router-no-match	54.175.253.239	MauiBot (crawler.feedback+wc@gmail.com)		GET	http://lifedeco.vn/robots.txt
2018-03-30T04:34:19+07:00 ERR (3): error-router-no-match	66.249.79.30	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/2017/04/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/responsive.css?ver=5.1.3
2018-03-30T04:34:19+07:00 ERR (3): error-router-no-match	66.249.71.128	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/2017/04/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/king.css?ver=5.1.3
2018-03-30T04:34:20+07:00 ERR (3): error-router-no-match	66.249.71.130	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/2017/04/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/style.css?ver=5.1.3
2018-03-30T04:34:20+07:00 ERR (3): error-router-no-match	66.249.71.130	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/2017/04/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/shortcodes.css?ver=5.1.3
2018-03-30T04:34:21+07:00 ERR (3): error-router-no-match	66.249.71.159	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/2017/04/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/king-hosting.css?ver=5.1.3
2018-03-30T04:34:21+07:00 ERR (3): error-router-no-match	66.249.71.130	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/2017/04/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/main_menu/menu-3.css?ver=5.1.3
2018-03-30T04:34:22+07:00 ERR (3): error-router-no-match	66.249.71.130	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/2017/04/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/arkahost.css?ver=5.1.3
2018-03-30T04:34:22+07:00 ERR (3): error-router-no-match	66.249.71.128	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/2017/04/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/owl.transitions.css?ver=5.1.3
2018-03-30T04:34:23+07:00 ERR (3): error-router-no-match	66.249.71.128	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/2017/04/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/loopslider.css?ver=5.1.3
2018-03-30T04:34:23+07:00 ERR (3): error-router-no-match	66.249.71.128	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/2017/04/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/box-shortcodes.css?ver=5.1.3
2018-03-30T04:34:24+07:00 ERR (3): error-router-no-match	66.249.71.128	Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)	http://lifedeco.vn/2017/04/	GET	http://lifedeco.vn/wp-content/themes/lifedeco/assets/css/cube/cubeportfolio.min.css?ver=5.1.3
